,Date,pr,tas,Wert,Einheit,Produkt
1587,1974-05-07 12:00:00,0.1,4.7,,,
1588,1974-05-08 12:00:00,0.0,7.1,,,
1589,1974-05-09 12:00:00,0.0,8.6,,,
1590,1974-05-10 12:00:00,2.6,9.5,,,
1591,1974-05-11 12:00:00,0.0,9.5,,,
1592,1974-05-12 12:00:00,0.0,12.3,,,
1593,1974-05-13 12:00:00,5.6,13.6,,,
1594,1974-05-14 12:00:00,0.1,9.6,,,
1595,1974-05-15 12:00:00,0.0,9.5,,,
1596,1974-05-16 12:00:00,0.0,11.0,,,
1597,1974-05-17 12:00:00,0.0,12.7,,,
1598,1974-05-18 12:00:00,0.0,14.0,,,
1599,1974-05-19 12:00:00,0.0,15.9,,,
1600,1974-05-20 12:00:00,0.0,14.1,,,
1601,1974-05-21 12:00:00,0.0,15.7,,,
1602,1974-05-22 12:00:00,4.6,10.7,,,
1603,1974-05-23 12:00:00,6.7,8.4,,,
1604,1974-05-24 12:00:00,5.0,8.8,,,
1605,1974-05-25 12:00:00,6.2,10.0,,,
1606,1974-05-26 12:00:00,0.0,11.9,,,
1607,1974-05-27 12:00:00,1.0,14.5,,,
1608,1974-05-28 12:00:00,0.0,13.8,,,
1609,1974-05-29 12:00:00,0.0,10.3,,,
1610,1974-05-30 12:00:00,10.3,13.4,,,
1611,1974-05-31 12:00:00,3.1,14.4,,,
1612,1974-06-01 12:00:00,0.0,11.1,,,
1613,1974-06-02 12:00:00,0.0,14.4,,,
1614,1974-06-03 12:00:00,0.0,16.6,,,
1615,1974-06-04 12:00:00,0.0,13.6,,,
1616,1974-06-05 12:00:00,0.0,16.2,,,
1617,1974-06-06 12:00:00,0.7,11.8,,,
1618,1974-06-07 12:00:00,0.2,9.1,,,
1619,1974-06-08 12:00:00,8.6,10.6,,,
1620,1974-06-09 12:00:00,2.6,9.0,,,
1621,1974-06-10 12:00:00,2.4,8.7,,,
1622,1974-06-11 12:00:00,1.5,9.8,,,
1623,1974-06-12 12:00:00,0.3,11.3,,,
1624,1974-06-13 12:00:00,2.5,12.1,,,
1625,1974-06-14 12:00:00,0.0,16.9,,,
1626,1974-06-15 12:00:00,3.3,16.3,,,
1627,1974-06-16 12:00:00,0.0,17.3,,,
1628,1974-06-17 12:00:00,3.8,17.4,,,
1629,1974-06-18 12:00:00,0.0,12.6,,,
1630,1974-06-19 12:00:00,0.0,13.8,,,
1631,1974-06-20 12:00:00,0.0,15.7,,,
1632,1974-06-21 12:00:00,0.4,14.7,,,
1633,1974-06-22 12:00:00,0.0,16.5,,,
1634,1974-06-23 12:00:00,2.4,18.7,,,
1635,1974-06-24 12:00:00,2.1,14.5,,,
1636,1974-06-25 12:00:00,0.4,16.5,,,
1637,1974-06-26 12:00:00,6.5,18.2,,,
1638,1974-06-27 12:00:00,22.6,14.3,,,
1639,1974-06-28 12:00:00,10.5,13.7,,,
1640,1974-06-29 12:00:00,13.4,14.3,,,
1641,1974-06-30 12:00:00,2.2,16.1,,,
1642,1974-07-01 12:00:00,0.7,15.4,,,
1643,1974-07-02 12:00:00,3.0,14.9,,,
1644,1974-07-03 12:00:00,7.5,13.2,,,
1645,1974-07-04 12:00:00,0.0,13.2,,,
1646,1974-07-05 12:00:00,0.0,17.4,,,
1647,1974-07-06 12:00:00,2.7,13.4,,,
1648,1974-07-07 12:00:00,0.0,13.9,,,
1649,1974-07-08 12:00:00,0.0,15.9,,,
1650,1974-07-09 12:00:00,0.0,17.5,,,
1651,1974-07-10 12:00:00,0.4,17.3,,,
1652,1974-07-11 12:00:00,12.5,15.9,,,
1653,1974-07-12 12:00:00,0.8,14.4,,,
1654,1974-07-13 12:00:00,14.4,16.2,,,
1655,1974-07-14 12:00:00,1.9,13.5,,,
1656,1974-07-15 12:00:00,0.1,15.0,,,
1657,1974-07-16 12:00:00,2.4,15.4,,,
1658,1974-07-17 12:00:00,5.0,14.1,,,
1659,1974-07-18 12:00:00,0.5,11.5,,,
1660,1974-07-19 12:00:00,0.5,13.3,,,
1661,1974-07-20 12:00:00,0.4,13.7,,,
1662,1974-07-21 12:00:00,0.0,13.3,,,
1663,1974-07-22 12:00:00,0.0,16.0,,,
1664,1974-07-23 12:00:00,2.1,17.3,,,
1665,1974-07-24 12:00:00,8.3,13.2,,,
1666,1974-07-25 12:00:00,0.5,11.8,,,
1667,1974-07-26 12:00:00,0.0,13.7,,,
1668,1974-07-27 12:00:00,0.0,16.0,,,
1669,1974-07-28 12:00:00,0.0,16.5,,,
1670,1974-07-29 12:00:00,0.0,18.7,,,
1671,1974-07-30 12:00:00,0.0,18.8,,,
1672,1974-07-31 12:00:00,0.0,18.9,,,
1673,1974-08-01 12:00:00,0.0,18.7,,,
1674,1974-08-02 12:00:00,0.0,19.3,,,
1675,1974-08-03 12:00:00,0.8,19.7,,,
1676,1974-08-04 12:00:00,1.9,18.8,,,
1677,1974-08-05 12:00:00,2.1,14.2,,,
1678,1974-08-06 12:00:00,0.0,14.5,,,
1679,1974-08-07 12:00:00,0.6,16.7,,,
1680,1974-08-08 12:00:00,1.2,16.0,,,
1681,1974-08-09 12:00:00,2.4,15.2,,,
1682,1974-08-10 12:00:00,7.1,13.7,,,
1683,1974-08-11 12:00:00,8.6,12.8,,,
1684,1974-08-12 12:00:00,0.3,15.3,,,
1685,1974-08-13 12:00:00,0.0,19.3,,,
1686,1974-08-14 12:00:00,0.0,21.2,,,
1687,1974-08-15 12:00:00,0.0,21.6,,,
1688,1974-08-16 12:00:00,0.0,22.8,,,
1689,1974-08-17 12:00:00,2.0,19.8,,,
1690,1974-08-18 12:00:00,0.1,14.9,,,
1691,1974-08-19 12:00:00,0.5,13.7,,,
1692,1974-08-20 12:00:00,0.0,14.2,,,
1693,1974-08-21 12:00:00,0.0,14.8,,,
1694,1974-08-22 12:00:00,0.0,15.1,,,
1695,1974-08-23 12:00:00,0.0,15.1,,,
1696,1974-08-24 12:00:00,0.0,15.4,,,
1697,1974-08-25 12:00:00,0.0,15.7,,,
1698,1974-08-26 12:00:00,10.0,16.8,,,
1699,1974-08-27 12:00:00,0.0,13.4,,,
1700,1974-08-28 12:00:00,0.0,13.5,,,
1701,1974-08-29 12:00:00,0.0,15.8,,,
1702,1974-08-30 12:00:00,0.0,16.6,,,
1703,1974-08-31 12:00:00,7.0,14.2,,,
1704,1974-09-01 12:00:00,3.5,12.8,,,
1705,1974-09-02 12:00:00,5.7,15.9,,,
1706,1974-09-03 12:00:00,0.8,12.9,,,
1707,1974-09-04 12:00:00,0.0,13.2,,,
1708,1974-09-05 12:00:00,0.0,17.7,,,
1709,1974-09-06 12:00:00,2.8,12.6,,,
1710,1974-09-07 12:00:00,0.5,14.2,,,
1711,1974-09-08 12:00:00,0.0,13.2,,,
1712,1974-09-09 12:00:00,3.4,14.2,,,
1713,1974-09-10 12:00:00,0.0,12.2,,,
1714,1974-09-11 12:00:00,0.0,13.1,,,
1715,1974-09-12 12:00:00,0.0,16.6,,,
1716,1974-09-13 12:00:00,0.0,17.8,,,
1717,1974-09-14 12:00:00,0.0,15.7,,,
1718,1974-09-15 12:00:00,3.1,17.7,,,
1719,1974-09-16 12:00:00,0.0,17.8,,,
1720,1974-09-17 12:00:00,3.7,17.0,,,
1721,1974-09-18 12:00:00,3.6,14.8,,,
1722,1974-09-19 12:00:00,0.0,11.3,,,
1723,1974-09-20 12:00:00,0.0,9.9,,,
1724,1974-09-21 12:00:00,0.7,8.9,,,
1725,1974-09-22 12:00:00,0.7,9.0,,,
1726,1974-09-23 12:00:00,10.5,8.8,,,
1727,1974-09-24 12:00:00,2.1,9.1,,,
1728,1974-09-25 12:00:00,8.8,6.9,,,
1729,1974-09-26 12:00:00,1.6,7.0,,,
1730,1974-09-27 12:00:00,3.5,10.8,,,
1731,1974-09-28 12:00:00,0.5,8.9,,,
1732,1974-09-29 12:00:00,2.8,6.6,,,
1733,1974-09-30 12:00:00,1.1,5.5,,,
1734,1974-10-01 12:00:00,0.8,5.7,,,
1735,1974-10-02 12:00:00,1.9,4.5,,,
1736,1974-10-03 12:00:00,2.0,3.9,,,
1737,1974-10-04 12:00:00,0.0,6.8,,,
1738,1974-10-05 12:00:00,0.1,7.5,,,
1739,1974-10-06 12:00:00,3.9,7.4,,,
1740,1974-10-07 12:00:00,9.7,6.0,,,
1741,1974-10-08 12:00:00,19.4,4.4,,,
1742,1974-10-09 12:00:00,0.2,5.7,,,
1743,1974-10-10 12:00:00,0.1,6.2,,,
1744,1974-10-11 12:00:00,1.9,5.6,,,
1745,1974-10-12 12:00:00,0.5,6.1,,,
1746,1974-10-13 12:00:00,3.7,5.6,,,
1747,1974-10-14 12:00:00,0.1,4.0,,,
1748,1974-10-15 12:00:00,4.0,3.8,,,
1749,1974-10-16 12:00:00,0.0,4.1,,,
1750,1974-10-17 12:00:00,0.0,2.0,,,
1751,1974-10-18 12:00:00,6.2,4.9,,,
1752,1974-10-19 12:00:00,18.2,5.1,,,
1753,1974-10-20 12:00:00,1.9,3.5,,,
1754,1974-10-21 12:00:00,1.2,3.6,,,
1755,1974-10-22 12:00:00,11.1,5.3,,,
1756,1974-10-23 12:00:00,1.6,7.8,,,
1757,1974-10-24 12:00:00,0.2,7.6,,,
1758,1974-10-25 12:00:00,1.0,6.2,,,
1759,1974-10-26 12:00:00,4.7,6.0,,,
1760,1974-10-27 12:00:00,2.7,6.8,,,
1761,1974-10-28 12:00:00,3.2,4.0,,,
1762,1974-10-29 12:00:00,4.1,2.7,,,
1763,1974-10-30 12:00:00,4.8,2.5,,,
1764,1974-10-31 12:00:00,0.5,1.4,,,
1765,1974-11-01 12:00:00,4.0,2.7,,,
1766,1974-11-02 12:00:00,0.5,3.5,,,
1767,1974-11-03 12:00:00,1.3,3.2,,,
1768,1974-11-04 12:00:00,1.7,3.7,,,
1769,1974-11-05 12:00:00,0.1,3.0,,,
1770,1974-11-06 12:00:00,0.0,-0.1,,,
1771,1974-11-07 12:00:00,0.0,-0.6,,,
1772,1974-11-08 12:00:00,0.0,0.1,,,
1773,1974-11-09 12:00:00,1.3,3.1,,,
1774,1974-11-10 12:00:00,2.1,6.0,,,
1775,1974-11-11 12:00:00,1.1,5.3,,,
1776,1974-11-12 12:00:00,2.1,5.7,,,
1777,1974-11-13 12:00:00,0.0,5.4,,,
1778,1974-11-14 12:00:00,0.0,12.2,,,
1779,1974-11-15 12:00:00,0.7,12.0,,,
1780,1974-11-16 12:00:00,6.1,9.7,,,
1781,1974-11-17 12:00:00,0.1,6.3,,,
1782,1974-11-18 12:00:00,2.1,7.8,,,
1783,1974-11-19 12:00:00,0.2,4.1,,,
1784,1974-11-20 12:00:00,0.9,4.0,,,
1785,1974-11-21 12:00:00,3.2,5.0,,,
1786,1974-11-22 12:00:00,11.0,8.1,,,
1787,1974-11-23 12:00:00,1.5,7.7,,,
1788,1974-11-24 12:00:00,4.2,6.2,,,
1789,1974-11-25 12:00:00,5.1,4.5,,,
1790,1974-11-26 12:00:00,1.8,2.9,,,
1791,1974-11-27 12:00:00,7.9,5.3,,,
1792,1974-11-28 12:00:00,4.2,4.0,,,
1793,1974-11-29 12:00:00,4.1,3.5,,,
1794,1974-11-30 12:00:00,12.1,4.9,,,
1795,1974-12-01 12:00:00,0.7,6.9,,,
1796,1974-12-02 12:00:00,0.1,9.6,,,
1797,1974-12-03 12:00:00,0.0,9.1,,,
1798,1974-12-04 12:00:00,2.0,6.3,,,
1799,1974-12-05 12:00:00,0.9,4.3,,,
1800,1974-12-06 12:00:00,1.3,5.9,,,
1801,1974-12-07 12:00:00,1.9,8.0,,,
1802,1974-12-08 12:00:00,0.6,9.0,,,
1803,1974-12-09 12:00:00,1.6,6.8,,,
1804,1974-12-10 12:00:00,1.9,3.3,,,
1805,1974-12-11 12:00:00,12.0,1.5,,,
1806,1974-12-12 12:00:00,3.3,0.3,,,
1807,1974-12-13 12:00:00,0.0,-0.8,,,
1808,1974-12-14 12:00:00,2.5,0.9,,,
1809,1974-12-15 12:00:00,0.3,3.5,,,
1810,1974-12-16 12:00:00,6.8,4.4,,,
1811,1974-12-17 12:00:00,8.3,5.7,,,
1812,1974-12-18 12:00:00,3.0,3.4,,,
1813,1974-12-19 12:00:00,0.4,5.0,,,
1814,1974-12-20 12:00:00,0.0,5.7,,,
1815,1974-12-21 12:00:00,0.0,3.6,,,
1816,1974-12-22 12:00:00,0.0,2.8,,,
1817,1974-12-23 12:00:00,0.0,3.5,,,
1818,1974-12-24 12:00:00,5.0,4.7,,,
1819,1974-12-25 12:00:00,8.5,6.7,,,
1820,1974-12-26 12:00:00,2.6,10.0,,,
1821,1974-12-27 12:00:00,10.7,7.7,,,
1822,1974-12-28 12:00:00,0.8,11.0,,,
1823,1974-12-29 12:00:00,2.6,8.1,,,
1824,1974-12-30 12:00:00,0.0,3.4,,,
1825,1974-12-31 12:00:00,0.4,2.8,,,
1826,1975-01-01 12:00:00,0.1,4.2,,,
1827,1975-01-02 12:00:00,0.0,4.6,,,
1828,1975-01-03 12:00:00,0.0,2.7,,,
1829,1975-01-04 12:00:00,0.0,2.3,,,
1830,1975-01-05 12:00:00,0.1,3.4,,,
1831,1975-01-06 12:00:00,0.3,4.2,,,
1832,1975-01-07 12:00:00,4.0,4.6,,,
1833,1975-01-08 12:00:00,0.2,1.6,,,
1834,1975-01-09 12:00:00,0.3,1.4,,,
1835,1975-01-10 12:00:00,0.0,3.8,,,
1836,1975-01-11 12:00:00,0.0,4.9,,,
1837,1975-01-12 12:00:00,0.8,6.1,,,
1838,1975-01-13 12:00:00,0.1,4.9,,,
1839,1975-01-14 12:00:00,0.0,7.0,,,
1840,1975-01-15 12:00:00,0.0,6.5,,,
1841,1975-01-16 12:00:00,2.3,7.0,,,
1842,1975-01-17 12:00:00,4.6,6.7,,,
1843,1975-01-18 12:00:00,3.5,5.9,,,
1844,1975-01-19 12:00:00,0.2,2.7,,,
1845,1975-01-20 12:00:00,0.6,0.3,,,
1846,1975-01-21 12:00:00,0.7,4.2,,,
1847,1975-01-22 12:00:00,3.2,4.6,,,
1848,1975-01-23 12:00:00,3.9,5.7,,,
1849,1975-01-24 12:00:00,0.1,5.0,,,
1850,1975-01-25 12:00:00,2.9,6.0,,,
1851,1975-01-26 12:00:00,0.6,1.2,,,
1852,1975-01-27 12:00:00,11.6,3.9,,,
1853,1975-01-28 12:00:00,7.2,2.2,,,
1854,1975-01-29 12:00:00,2.3,5.2,,,
1855,1975-01-30 12:00:00,0.9,9.2,,,
1856,1975-01-31 12:00:00,2.4,8.4,,,
1857,1975-02-01 12:00:00,1.4,2.9,,,
1858,1975-02-02 12:00:00,0.0,3.5,,,
1859,1975-02-03 12:00:00,0.0,2.8,,,
1860,1975-02-04 12:00:00,0.0,2.0,,,
1861,1975-02-05 12:00:00,0.0,0.5,,,
1862,1975-02-06 12:00:00,0.0,0.9,,,
1863,1975-02-07 12:00:00,0.0,0.2,,,
1864,1975-02-08 12:00:00,0.0,-0.2,,,
1865,1975-02-09 12:00:00,0.0,-0.5,,,
1866,1975-02-10 12:00:00,0.0,2.0,,,
1867,1975-02-11 12:00:00,1.6,5.2,,,
1868,1975-02-12 12:00:00,0.0,6.3,,,
1869,1975-02-13 12:00:00,3.2,5.2,,,
1870,1975-02-14 12:00:00,1.7,2.5,,,
1871,1975-02-15 12:00:00,0.0,0.8,,,
1872,1975-02-16 12:00:00,0.0,-1.3,,,
1873,1975-02-17 12:00:00,0.0,1.1,,,
1874,1975-02-18 12:00:00,5.5,6.5,,,
1875,1975-02-19 12:00:00,4.4,2.3,,,
1876,1975-02-20 12:00:00,0.0,0.4,,,
1877,1975-02-21 12:00:00,0.0,1.0,,,
1878,1975-02-22 12:00:00,0.0,0.1,,,
1879,1975-02-23 12:00:00,0.0,0.5,,,
1880,1975-02-24 12:00:00,0.0,2.7,,,
1881,1975-02-25 12:00:00,0.0,2.4,,,
1882,1975-02-26 12:00:00,0.0,2.8,,,
1883,1975-02-27 12:00:00,0.0,1.0,,,
1884,1975-02-28 12:00:00,0.0,1.8,,,
1885,1975-03-01 12:00:00,0.0,4.2,,,
1886,1975-03-02 12:00:00,3.3,6.3,,,
1887,1975-03-03 12:00:00,0.3,7.7,,,
1888,1975-03-04 12:00:00,2.5,6.6,,,
1889,1975-03-05 12:00:00,0.5,5.3,,,
1890,1975-03-06 12:00:00,0.1,5.4,,,
1891,1975-03-07 12:00:00,6.8,6.9,,,
1892,1975-03-08 12:00:00,0.1,7.3,,,
1893,1975-03-09 12:00:00,0.0,6.5,,,
1894,1975-03-10 12:00:00,0.5,5.4,,,
1895,1975-03-11 12:00:00,0.0,5.9,,,
1896,1975-03-12 12:00:00,0.6,6.5,,,
1897,1975-03-13 12:00:00,1.2,5.1,,,
1898,1975-03-14 12:00:00,0.6,4.0,,,
1899,1975-03-15 12:00:00,0.6,4.4,,,
1900,1975-03-16 12:00:00,1.6,1.5,,,
1901,1975-03-17 12:00:00,2.9,-0.3,,,
1902,1975-03-18 12:00:00,14.1,-1.1,,,
1903,1975-03-19 12:00:00,24.8,0.3,,,
1904,1975-03-20 12:00:00,0.3,0.0,,,
1905,1975-03-21 12:00:00,0.0,1.2,,,
1906,1975-03-22 12:00:00,0.0,1.3,,,
1907,1975-03-23 12:00:00,0.0,0.5,,,
1908,1975-03-24 12:00:00,3.2,0.9,,,
1909,1975-03-25 12:00:00,2.1,1.5,,,
1910,1975-03-26 12:00:00,5.7,3.3,,,
1911,1975-03-27 12:00:00,4.3,4.4,,,
1912,1975-03-28 12:00:00,0.5,1.4,,,
1913,1975-03-29 12:00:00,0.0,0.8,,,
1914,1975-03-30 12:00:00,0.0,0.3,,,
1915,1975-03-31 12:00:00,0.0,2.3,,,
1916,1975-04-01 12:00:00,0.0,1.9,,,
1917,1975-04-02 12:00:00,6.9,1.6,,,
1918,1975-04-03 12:00:00,10.3,1.1,,,
1919,1975-04-04 12:00:00,0.8,1.2,,,
1920,1975-04-05 12:00:00,0.5,3.1,,,
1921,1975-04-06 12:00:00,0.1,3.0,,,
1922,1975-04-07 12:00:00,3.6,3.7,,,
1923,1975-04-08 12:00:00,0.8,2.4,,,
1924,1975-04-09 12:00:00,0.0,2.2,,,
1925,1975-04-10 12:00:00,0.5,1.4,,,
1926,1975-04-11 12:00:00,0.4,2.3,,,
1927,1975-04-12 12:00:00,1.4,6.9,,,
1928,1975-04-13 12:00:00,0.1,9.0,,,
1929,1975-04-14 12:00:00,2.5,10.8,,,
1930,1975-04-15 12:00:00,13.9,8.6,,,
1931,1975-04-16 12:00:00,0.0,6.5,,,
1932,1975-04-17 12:00:00,2.5,8.8,,,
1933,1975-04-18 12:00:00,0.1,10.9,,,
1934,1975-04-19 12:00:00,1.7,11.6,,,
1935,1975-04-20 12:00:00,0.6,10.6,,,
1936,1975-04-21 12:00:00,0.0,10.7,,,
1937,1975-04-22 12:00:00,0.0,11.7,,,
1938,1975-04-23 12:00:00,0.0,13.6,,,
1939,1975-04-24 12:00:00,0.0,11.6,,,
1940,1975-04-25 12:00:00,0.0,8.0,,,
1941,1975-04-26 12:00:00,0.0,8.2,,,
1942,1975-04-27 12:00:00,0.0,9.3,,,
1943,1975-04-28 12:00:00,0.0,11.0,,,
1944,1975-04-29 12:00:00,0.9,14.0,,,
1945,1975-04-30 12:00:00,0.0,8.9,,,
1946,1975-05-01 12:00:00,0.0,9.2,,,
1947,1975-05-02 12:00:00,1.0,11.5,,,
1948,1975-05-03 12:00:00,0.8,5.0,,,
1949,1975-05-04 12:00:00,2.6,6.0,,,
1950,1975-05-05 12:00:00,1.2,10.0,,,
1951,1975-05-06 12:00:00,2.2,13.0,,,
1952,1975-05-07 12:00:00,0.7,12.1,,,
1953,1975-05-08 12:00:00,2.0,11.0,,,
1954,1975-05-09 12:00:00,3.2,9.2,,,
1955,1975-05-10 12:00:00,3.0,10.1,,,
1956,1975-05-11 12:00:00,0.0,12.5,,,
1957,1975-05-12 12:00:00,0.0,7.6,,,
1958,1975-05-13 12:00:00,0.0,10.8,,,
1959,1975-05-14 12:00:00,0.0,10.9,,,
1960,1975-05-15 12:00:00,11.1,12.0,,,
1961,1975-05-16 12:00:00,0.8,13.7,,,
1962,1975-05-17 12:00:00,0.0,14.5,,,
1963,1975-05-18 12:00:00,0.2,15.4,,,
1964,1975-05-19 12:00:00,0.0,12.4,,,
1965,1975-05-20 12:00:00,0.0,13.8,,,
1966,1975-05-21 12:00:00,0.0,13.1,,,
1967,1975-05-22 12:00:00,0.0,8.1,,,
1968,1975-05-23 12:00:00,0.0,6.9,,,
1969,1975-05-24 12:00:00,0.0,9.1,,,
1970,1975-05-25 12:00:00,0.0,12.2,,,
1971,1975-05-26 12:00:00,0.0,14.3,,,
1972,1975-05-27 12:00:00,0.8,12.7,,,
1973,1975-05-28 12:00:00,0.0,15.2,,,
1974,1975-05-29 12:00:00,8.2,15.0,,,
1975,1975-05-30 12:00:00,2.6,7.6,,,
1976,1975-05-31 12:00:00,0.0,6.8,,,
1977,1975-06-01 12:00:00,0.0,7.7,,,
1978,1975-06-02 12:00:00,2.6,9.5,,,
1979,1975-06-03 12:00:00,1.6,7.7,,,
1980,1975-06-04 12:00:00,0.4,8.6,,,
1981,1975-06-05 12:00:00,0.0,10.5,,,
1982,1975-06-06 12:00:00,0.0,13.3,,,
1983,1975-06-07 12:00:00,0.0,14.8,,,
1984,1975-06-08 12:00:00,0.0,14.9,,,
1985,1975-06-09 12:00:00,0.0,16.9,,,
1986,1975-06-10 12:00:00,3.3,16.6,,,
1987,1975-06-11 12:00:00,0.0,17.4,,,
1988,1975-06-12 12:00:00,0.0,19.4,,,
1989,1975-06-13 12:00:00,0.0,18.8,,,
1990,1975-06-14 12:00:00,0.0,19.2,,,
1991,1975-06-15 12:00:00,2.3,16.7,,,
1992,1975-06-16 12:00:00,0.0,13.0,,,
1993,1975-06-17 12:00:00,6.4,12.0,,,
1994,1975-06-18 12:00:00,11.8,12.0,,,
1995,1975-06-19 12:00:00,2.9,12.9,,,
1996,1975-06-20 12:00:00,1.4,16.5,,,
1997,1975-06-21 12:00:00,22.2,16.8,,,
1998,1975-06-22 12:00:00,0.6,19.0,,,
1999,1975-06-23 12:00:00,12.4,19.4,,,
2000,1975-06-24 12:00:00,4.6,19.4,,,
2001,1975-06-25 12:00:00,0.0,15.7,,,
2002,1975-06-26 12:00:00,0.0,18.8,,,
2003,1975-06-27 12:00:00,0.0,16.6,,,
2004,1975-06-28 12:00:00,0.0,11.6,,,
2005,1975-06-29 12:00:00,3.8,12.2,,,
2006,1975-06-30 12:00:00,0.5,12.2,,,
2007,1975-07-01 12:00:00,0.0,14.7,,,
2008,1975-07-02 12:00:00,0.0,15.6,,,
2009,1975-07-03 12:00:00,0.0,19.8,,,
2010,1975-07-04 12:00:00,6.6,18.2,,,
2011,1975-07-05 12:00:00,14.9,18.1,,,
2012,1975-07-06 12:00:00,0.0,18.6,,,
2013,1975-07-07 12:00:00,0.0,20.1,,,
2014,1975-07-08 12:00:00,13.6,22.3,,,
2015,1975-07-09 12:00:00,0.0,18.3,,,
2016,1975-07-10 12:00:00,1.7,18.9,,,
2017,1975-07-11 12:00:00,5.0,16.8,,,
2018,1975-07-12 12:00:00,0.0,16.8,,,
2019,1975-07-13 12:00:00,0.0,19.5,,,
2020,1975-07-14 12:00:00,0.0,23.3,,,
2021,1975-07-15 12:00:00,0.0,18.7,,,
2022,1975-07-16 12:00:00,0.0,17.9,,,
2023,1975-07-17 12:00:00,0.0,18.7,,,
2024,1975-07-18 12:00:00,2.2,17.1,,,
2025,1975-07-19 12:00:00,6.6,16.2,,,
2026,1975-07-20 12:00:00,6.2,16.2,,,
2027,1975-07-21 12:00:00,1.2,17.1,,,
2028,1975-07-22 12:00:00,0.0,16.2,,,
2029,1975-07-23 12:00:00,0.4,19.6,,,
2030,1975-07-24 12:00:00,0.0,15.1,,,
2031,1975-07-25 12:00:00,0.2,13.2,,,
2032,1975-07-26 12:00:00,0.0,14.1,,,
2033,1975-07-27 12:00:00,0.0,15.8,,,
2034,1975-07-28 12:00:00,0.0,17.3,,,
2035,1975-07-29 12:00:00,0.0,18.4,,,
2036,1975-07-30 12:00:00,0.0,19.6,,,
2037,1975-07-31 12:00:00,0.0,21.0,,,
2038,1975-08-01 12:00:00,0.0,19.8,,,
2039,1975-08-02 12:00:00,0.0,20.3,,,
2040,1975-08-03 12:00:00,0.0,21.0,,,
2041,1975-08-04 12:00:00,0.0,21.6,,,
2042,1975-08-05 12:00:00,0.0,20.8,,,
2043,1975-08-06 12:00:00,0.0,21.0,,,
2044,1975-08-07 12:00:00,0.0,22.3,,,
2045,1975-08-08 12:00:00,0.0,22.2,,,
2046,1975-08-09 12:00:00,0.0,21.3,,,
2047,1975-08-10 12:00:00,8.5,20.3,,,
2048,1975-08-11 12:00:00,0.9,17.2,,,
2049,1975-08-12 12:00:00,0.0,20.6,,,
2050,1975-08-13 12:00:00,0.0,19.9,,,
2051,1975-08-14 12:00:00,0.0,20.6,,,
2052,1975-08-15 12:00:00,1.7,19.2,,,
2053,1975-08-16 12:00:00,0.0,19.7,,,
2054,1975-08-17 12:00:00,15.5,17.6,,,
2055,1975-08-18 12:00:00,3.1,15.3,,,
2056,1975-08-19 12:00:00,0.1,17.0,,,
2057,1975-08-20 12:00:00,0.0,18.7,,,
2058,1975-08-21 12:00:00,5.8,19.1,,,
2059,1975-08-22 12:00:00,8.6,14.9,,,
2060,1975-08-23 12:00:00,0.0,13.9,,,
2061,1975-08-24 12:00:00,0.0,13.2,,,
2062,1975-08-25 12:00:00,0.0,14.6,,,
2063,1975-08-26 12:00:00,0.0,16.1,,,
2064,1975-08-27 12:00:00,0.0,16.5,,,
2065,1975-08-28 12:00:00,0.0,16.8,,,
2066,1975-08-29 12:00:00,0.0,16.7,,,
2067,1975-08-30 12:00:00,2.0,17.5,,,
2068,1975-08-31 12:00:00,10.9,17.4,,,
2069,1975-09-01 12:00:00,0.0,17.9,,,
2070,1975-09-02 12:00:00,1.5,18.6,,,
2071,1975-09-03 12:00:00,25.6,18.1,,,
2072,1975-09-04 12:00:00,0.2,15.7,,,
2073,1975-09-05 12:00:00,0.1,14.3,,,
2074,1975-09-06 12:00:00,0.0,14.4,,,
2075,1975-09-07 12:00:00,0.0,14.3,,,
2076,1975-09-08 12:00:00,0.0,13.5,,,
2077,1975-09-09 12:00:00,0.0,14.2,,,
2078,1975-09-10 12:00:00,0.6,15.6,,,
2079,1975-09-11 12:00:00,0.7,14.6,,,
2080,1975-09-12 12:00:00,6.5,10.4,,,
2081,1975-09-13 12:00:00,11.6,12.1,,,
2082,1975-09-14 12:00:00,0.5,12.8,,,
2083,1975-09-15 12:00:00,0.0,12.6,,,
2084,1975-09-16 12:00:00,0.2,15.6,,,
2085,1975-09-17 12:00:00,0.0,18.4,,,
2086,1975-09-18 12:00:00,14.9,16.1,,,
2087,1975-09-19 12:00:00,0.0,13.0,,,
2088,1975-09-20 12:00:00,0.0,12.0,,,
2089,1975-09-21 12:00:00,0.0,13.7,,,
2090,1975-09-22 12:00:00,0.0,14.1,,,
2091,1975-09-23 12:00:00,0.0,13.7,,,
2092,1975-09-24 12:00:00,0.0,13.0,,,
2093,1975-09-25 12:00:00,7.6,18.0,,,
2094,1975-09-26 12:00:00,4.4,10.6,,,
2095,1975-09-27 12:00:00,0.5,16.8,,,
2096,1975-09-28 12:00:00,1.6,15.1,,,
2097,1975-09-29 12:00:00,0.2,17.1,,,
2098,1975-09-30 12:00:00,4.1,15.9,,,
2099,1975-10-01 12:00:00,0.1,11.3,,,
2100,1975-10-02 12:00:00,0.7,13.2,,,
2101,1975-10-03 12:00:00,0.0,12.6,,,
2102,1975-10-04 12:00:00,0.2,8.9,,,
2103,1975-10-05 12:00:00,0.2,11.6,,,
